,Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description
992,3600    TRACY                        ST,,34.1037,-118.2722,06/21/2022 12:00:00 AM,02/28/2020 12:00:00 AM,1625.0,11.0,Northeast,1144.0,2.0,0100 0928,39.0,M,C,750.0,CYBERSPACE,,,IC,Invest Cont
14354,3600    MENTONE                      AV,,34.0223,-118.4069,01/02/2021 12:00:00 AM,12/30/2020 12:00:00 AM,30.0,14.0,Pacific,1406.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont
15992,8000    SAINT CLAIR                  AV,,34.2158,-118.3998,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,2315.0,16.0,Foothill,1691.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont
10210,5800 W  SUNSET                       BL,,34.0998,-118.3211,11/06/2020 12:00:00 AM,11/05/2020 12:00:00 AM,2340.0,6.0,Hollywood,647.0,1.0,0400 0416 0445 0913 1402,25.0,M,W,503.0,HOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
5639,200 N  BOYLSTON                     ST,,34.0642,-118.257,12/15/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1730.0,2.0,Rampart,238.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
14928,59TH                         ST,LOS ANGELES                  ST,33.9861,-118.2705,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1010.0,13.0,Newton,1383.0,2.0,1300 1309 2000 0400 2021,55.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
3967,13200    OSBORNE                      ST,,34.2461,-118.4205,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1730.0,16.0,Foothill,1651.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
518,4800    VAN NUYS                     BL,,34.158,-118.4487,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1145.0,9.0,Van Nuys,964.0,1.0,0325 2004 1420 1414,63.0,M,O,301.0,GAS STATION,,,AA,Adult Arrest
4070,1400 W  88TH                         ST,,33.9583,-118.3003,02/15/2020 12:00:00 AM,02/14/2020 12:00:00 AM,2200.0,12.0,77th Street,1273.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
9315,6100 S  NORMANDIE                    AV,,33.9832,-118.3003,07/11/2020 12:00:00 AM,07/10/2020 12:00:00 AM,2215.0,12.0,77th Street,1235.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
15499,21200    SATICOY                      ST,,34.2136,-118.5912,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1100.0,21.0,Topanga,2126.0,1.0,1822 0416 0417 0429,44.0,M,H,108.0,PARKING LOT,304.0,CLUB/BAT,IC,Invest Cont
16316,22100    HIBISCUS HILL                DR,,34.1803,-118.6094,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1430.0,21.0,Topanga,2155.0,1.0,0314 1606 0344,48.0,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont
14894,5000    OTIS                         AV,,34.1614,-118.5355,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2100.0,10.0,West Valley,1083.0,1.0,,0.0,,,101.0,STREET,,,AA,Adult Arrest
17101,24900    LAKME                        AV,,33.8,-118.2612,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1920.0,5.0,Harbor,518.0,2.0,0356 0913,35.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
13303,LAUREL CANYON                BL,DEHOUGNE                     ST,34.1958,-118.3965,11/01/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2330.0,15.0,N Hollywood,1514.0,2.0,2058 1536 0421 1822 0903,22.0,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont
19135,5700    SEPULVEDA                    BL,,34.174,-118.4662,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1300.0,9.0,Van Nuys,941.0,1.0,0344,30.0,F,A,406.0,OTHER STORE,,,IC,Invest Cont
594,5300    GEYSER                       AV,,34.1691,-118.543,05/22/2020 12:00:00 AM,05/21/2020 12:00:00 AM,2000.0,10.0,West Valley,1063.0,1.0,1300 1822 0344 1606,29.0,F,B,101.0,STREET,,,IC,Invest Cont
5070,700 W  182ND                        ST,,33.8696,-118.2865,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1200.0,5.0,Harbor,501.0,1.0,1612 1300 0344 0329 0910,36.0,M,O,897.0,MTA - SILVER LINE - HARBOR GATEWAY TRANSIT CTR,,,IC,Invest Cont
4884,2900    INGLEDALE                    TR,,34.1158,-118.2663,06/13/2020 12:00:00 AM,06/12/2020 12:00:00 AM,1400.0,11.0,Northeast,1123.0,2.0,1900 1902 0701,43.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
68,3300 E  OLYMPIC                      BL,,34.0191,-118.2083,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,430.0,4.0,Hollenbeck,497.0,1.0,,22.0,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont
18192,2900    MARENGO                      ST,,34.0545,-118.1949,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1100.0,4.0,Hollenbeck,449.0,1.0,2000 1814 0448 0446 0419 1259 0913,16.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
10314,18600    DELANO                       ST,,34.1829,-118.5392,02/03/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1900.0,10.0,West Valley,1033.0,1.0,0344,29.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont
6765,1200 N  LAS PALMAS                   AV,,34.0926,-118.3363,04/28/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2000.0,6.0,Hollywood,663.0,1.0,1300 1601 1606 0344,23.0,F,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
4299,IRVINGTON                    PL,AVENUE 52,34.1159,-118.2038,04/23/2020 12:00:00 AM,04/22/2020 12:00:00 AM,2030.0,11.0,Northeast,1116.0,1.0,0342 0355 1300 0326 0344 0432 0416 1822 1312,31.0,M,W,108.0,PARKING LOT,103.0,RIFLE,IC,Invest Cont
2337,2500 S  FIGUEROA                     ST,,34.0288,-118.2756,05/03/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1900.0,3.0,Southwest,319.0,2.0,1822 1300 0329,22.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
13844,3700 W  63RD                         ST,,33.9827,-118.3372,01/13/2022 12:00:00 AM,12/08/2020 12:00:00 AM,1540.0,12.0,77th Street,1241.0,2.0,0100 0930,33.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
6623,1200    LODI                         PL,,34.0926,-118.3234,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,830.0,6.0,Hollywood,666.0,2.0,0400 0419 0416 1822,37.0,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
15214,1000 W  7TH                          ST,,34.0507,-118.2637,09/21/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1700.0,2.0,Rampart,269.0,1.0,0329 1609 1402 0321,19.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
15983,10900    WEYBURN                      AV,,34.0626,-118.4454,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2300.0,8.0,West LA,817.0,2.0,1822 0329 1609,0.0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont
4312,5400    SHELLEY                      ST,,34.0912,-118.1624,06/22/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1.0,4.0,Hollenbeck,429.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
5402,1400 W  37TH                         ST,,34.021,-118.3002,03/25/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1100.0,3.0,Southwest,356.0,1.0,1300 0344 0329 0386 1601,28.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
9810,900 S  SOTO                         ST,,34.0376,-118.2166,09/08/2020 12:00:00 AM,09/06/2020 12:00:00 AM,730.0,4.0,Hollenbeck,473.0,1.0,0344,31.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont
6335,5300    SAN VICENTE                  BL,,34.0522,-118.3494,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,205.0,7.0,Wilshire,745.0,2.0,2000 0444 1414,26.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
1008,2800    CLEARWATER                   ST,,34.1071,-118.2534,08/31/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1800.0,11.0,Northeast,1145.0,1.0,1609,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
17679,300 W  GAGE                         AV,,33.9824,-118.2789,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1730.0,13.0,Newton,1391.0,2.0,0329,0.0,F,H,101.0,STREET,,,IC,Invest Cont
10246,11800    PASO ROBLES                  AV,,34.2842,-118.5032,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,1045.0,17.0,Devonshire,1716.0,1.0,0389 1300 0202 1402 1501,39.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
1499,3600    SAWTELLE                     BL,,34.015,-118.4225,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1730.0,14.0,Pacific,1436.0,2.0,0400 0416 0419,13.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
41,25TH                         ST,NEVIN,34.0147,-118.2445,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,140.0,13.0,Newton,1327.0,1.0,1100 0432 0430 1309 2004 1218 0913,33.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,AO,Adult Other
2947,5200    WILSHIRE                     BL,,34.0622,-118.3434,09/08/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1329.0,7.0,Wilshire,737.0,1.0,0394,38.0,F,K,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont
19637,10400    VENICE                       BL,,34.0201,-118.4044,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1545.0,14.0,Pacific,1406.0,1.0,0344,36.0,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont
12965,7500 W  SUNSET                       BL,,34.1007,-118.3494,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1100.0,6.0,Hollywood,643.0,2.0,0416 0400,42.0,F,W,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
17109,5500    LINDLEY                      AV,,34.1754,-118.5273,12/31/2020 12:00:00 AM,12/28/2020 12:00:00 AM,2000.0,10.0,West Valley,1045.0,2.0,1822 0329 1602 1414,24.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
11626,7200    FRANKLIN                     AV,,34.1034,-118.349,09/25/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1815.0,6.0,Hollywood,643.0,1.0,0344 0394,28.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
8231,8900    BURNET                       AV,,34.2319,-118.4633,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1530.0,19.0,Mission,1972.0,1.0,0334 0421 1402 0913,59.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest
3828,1900 W  23RD                         ST,,34.0355,-118.3041,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,2045.0,3.0,Southwest,316.0,1.0,0344 1300 1612 1815 1822 2024,39.0,M,H,101.0,STREET,,,AA,Adult Arrest
16487,600 N  LARCHMONT                    BL,,34.0817,-118.3237,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,600.0,7.0,Wilshire,719.0,2.0,1501,0.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont
18576,CRENSHAW                     BL,STOCKER,34.0088,-118.3351,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1530.0,3.0,Southwest,363.0,2.0,0910 2051 0444 0408 0416 0446 1822,41.0,F,B,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
10797,100    EL PASEO DE LA PLAZA,,34.0615,-118.2412,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1550.0,1.0,Central,111.0,2.0,1266 0917 0416 0447 1822,32.0,F,H,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
11686,600    WOODLAWN                     AV,,33.9886,-118.4576,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2000.0,14.0,Pacific,1443.0,1.0,0344 0321 1609,45.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
4130,4000    WOODLAWN                     AV,,34.009,-118.2728,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1930.0,13.0,Newton,1354.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
5804,6600    WHITLEY TERRACE,,34.1074,-118.3333,04/29/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1842.0,6.0,Hollywood,635.0,1.0,1202 0344,90.0,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont
13016,2000 S  BUNDY                        DR,,34.0336,-118.4552,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,49.0,8.0,West LA,881.0,2.0,1501,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
6859,3000    VERDUGO                      RD,,34.1052,-118.2376,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,320.0,11.0,Northeast,1134.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
14494,6400    FALLBROOK                    AV,,34.1883,-118.6274,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1630.0,21.0,Topanga,2143.0,1.0,0325,26.0,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont
18161,16000    MALDEN                       ST,,34.2256,-118.4839,10/01/2020 12:00:00 AM,09/21/2020 12:00:00 AM,1247.0,17.0,Devonshire,1799.0,1.0,0344 0394,26.0,M,W,751.0,WEBSITE,,,IC,Invest Cont
8722,00    GATEWAY PLZ,,34.0552,-118.2333,05/20/2020 12:00:00 AM,05/10/2020 12:00:00 AM,230.0,1.0,Central,119.0,1.0,0344 1822 0910,0.0,M,W,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont
4927,1600 S  GAFFEY                       ST,,33.7293,-118.2924,01/29/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1630.0,5.0,Harbor,563.0,1.0,1602 0344 1601 1275,0.0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest
11852,2100    CLIFFORD                     ST,,34.088,-118.2571,04/04/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1530.0,11.0,Northeast,1183.0,2.0,2000 0913 1814 0416,46.0,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other
10260,4700 N  SEPULVEDA                    BL,,34.1557,-118.4661,09/06/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1400.0,9.0,Van Nuys,971.0,2.0,1501,45.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other
2280,MAIN,PALOMA,33.9948,-118.4768,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1645.0,14.0,Pacific,1412.0,2.0,0329,29.0,F,A,101.0,STREET,,,IC,Invest Cont
18217,1000    EVERETT                      PL,,34.0693,-118.2488,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,900.0,1.0,Central,101.0,2.0,0329 1309,19.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
19848,VERNON                       AV,CENTRAL                      AV,34.0039,-118.2565,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2045.0,13.0,Newton,1364.0,2.0,2000 1813 0448 0419,30.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
9184,80TH                         ST,GRAND                        AV,33.9669,-118.2803,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,640.0,12.0,77th Street,1266.0,2.0,1300 0345 1402 2004,0.0,X,X,101.0,STREET,,,AO,Adult Other
14107,67TH                         ST,BROADWAY,33.979,-118.2783,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,30.0,13.0,Newton,1391.0,1.0,0329 0344,27.0,M,H,101.0,STREET,,,IC,Invest Cont
11298,5400    NEWCASTLE                    AV,,34.1687,-118.5244,09/01/2020 12:00:00 AM,08/31/2020 12:00:00 AM,300.0,10.0,West Valley,1065.0,1.0,1822 0344 0329 1420,51.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont
7441,15400    TUBA                         ST,,34.2564,-118.4674,06/06/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1900.0,19.0,Mission,1952.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
4739,17500    WILLARD                      ST,,34.2187,-118.5143,09/10/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1430.0,10.0,West Valley,1006.0,1.0,2000 0913 1813 0334 0421 1414,47.0,F,O,501.0,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AA,Adult Arrest
11995,5400    SEPULVEDA                    BL,,34.1685,-118.4662,05/08/2020 12:00:00 AM,05/07/2020 12:00:00 AM,2100.0,9.0,Van Nuys,952.0,2.0,0444 0417 1402,0.0,X,X,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
3138,2700 W  SUNSET                       BL,,34.0808,-118.2655,09/21/2020 12:00:00 AM,09/21/2020 12:00:00 AM,1040.0,11.0,Northeast,1181.0,1.0,0400 0431 0913 1820 1817,24.0,M,B,503.0,HOTEL,512.0,MACE/PEPPER SPRAY,IC,Invest Cont
6159,5400 W  CENTINELA                    AV,,33.9761,-118.3726,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1855.0,14.0,Pacific,1469.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
13914,1200 S  GRAND                        AV,,34.0401,-118.2633,04/09/2023 12:00:00 AM,07/17/2020 12:00:00 AM,2300.0,1.0,Central,182.0,1.0,2000 1814 0913 0500 0527,23.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
5080,FIGUEROA                     ST,STATE                        DR,34.0165,-118.2828,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1200.0,3.0,Southwest,359.0,2.0,0444 1822,34.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
8007,103RD,AVALON,33.9438,-118.265,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1545.0,18.0,Southeast,1824.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
18191,14900    SHERMAN                      WY,,34.2084,-118.4599,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1800.0,9.0,Van Nuys,904.0,2.0,2000 0400 1814,27.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
16655,6300    FULTON                       AV,,34.1814,-118.4263,06/09/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2200.0,9.0,Van Nuys,938.0,2.0,2000 2038 1309,37.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
18201,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1700.0,1.0,Central,156.0,1.0,1218 1822 0344,44.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
18532,WILSHIRE,HOPE,34.0462,-118.2585,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,1220.0,1.0,Central,162.0,2.0,1822 0319 0443,39.0,M,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont
19104,1800 S  OXFORD                       AV,,34.0426,-118.3077,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1000.0,20.0,Olympic,2083.0,2.0,1202 0913 1810 0305 0522 0448 0432,67.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
7436,21900    VANOWEN                      ST,,34.1938,-118.6044,01/28/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1800.0,21.0,Topanga,2156.0,1.0,0325 0352,26.0,M,H,404.0,DEPARTMENT STORE,,,AA,Adult Arrest
11331,10800    WEIGAND                      AV,,33.937,-118.2302,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1540.0,18.0,Southeast,1839.0,2.0,0913 2000 0400 0416 0444 0446 1814,25.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12222,19100    ROSCOE                       BL,,34.2205,-118.5503,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,715.0,10.0,West Valley,1001.0,1.0,,0.0,,,104.0,DRIVEWAY,,,AA,Adult Arrest
13977,8100    LANGDON                      AV,,34.218,-118.4688,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1105.0,19.0,Mission,1991.0,1.0,0527 1402 0448 0516 0520 1022 1822 2033,34.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
19831,800 W  62ND                         ST,,33.9837,-118.287,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,905.0,12.0,77th Street,1248.0,2.0,0100,24.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
1516,18000    VENTURA                      BL,,34.1675,-118.5226,04/15/2020 12:00:00 AM,03/06/2020 12:00:00 AM,700.0,10.0,West Valley,1065.0,1.0,0344 0394 1822,28.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont
17994,10300 N  SEPULVEDA                    BL,,34.2573,-118.4674,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1318.0,19.0,Mission,1954.0,1.0,0344 2032,52.0,F,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont
13499,5800 S  WESTERN                      AV,,0.0,0.0,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1130.0,12.0,77th Street,1213.0,2.0,2004 1822,0.0,X,X,301.0,GAS STATION,,,IC,Invest Cont
19690,600 S  HILL                         ST,,34.0474,-118.2531,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,400.0,1.0,Central,153.0,1.0,0344 1609 1822,0.0,X,X,201.0,JEWELRY STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
12121,8700 W  PICO                         BL,,34.0544,-118.3816,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1550.0,8.0,West LA,859.0,1.0,1420 0344 1309 0325 1822 0104,0.0,X,X,403.0,DRUG STORE,,,IC,Invest Cont
19290,8600 N  SEPULVEDA                    BL,,34.2269,-118.4677,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1115.0,19.0,Mission,1983.0,1.0,0344 2032,42.0,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont
9538,7900 W  SUNSET                       BL,,34.0981,-118.3615,05/19/2020 12:00:00 AM,05/18/2020 12:00:00 AM,745.0,6.0,Hollywood,632.0,1.0,0325 1822,0.0,X,X,403.0,DRUG STORE,,,IC,Invest Cont
16790,14000    FOOTHILL                     BL,,34.3138,-118.4385,02/06/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1430.0,19.0,Mission,1917.0,2.0,0329,48.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
2474,ECHO PARK,LAGUNA                       AV,34.0727,-118.2597,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,220.0,2.0,Rampart,218.0,2.0,0913 2000 0416 1814 1310 1309,22.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
3076,3200    OVERLAND                     AV,,34.0265,-118.4184,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1800.0,14.0,Pacific,1428.0,2.0,0400 0408 1814 2000,28.0,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
11609,10500    LOUISIANA                    AV,,34.0489,-118.4232,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,2042.0,8.0,West LA,836.0,1.0,0344 1822 0352 1609,37.0,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
19739,TYRONE                       ST,AETNA                        ST,34.1802,-118.4443,09/13/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1935.0,9.0,Van Nuys,943.0,1.0,0432 1822 0334 2004,45.0,M,H,101.0,STREET,212.0,BOTTLE,IC,Invest Cont
4738,8000 W  MANCHESTER                   AV,,33.9597,-118.4353,05/19/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1550.0,14.0,Pacific,1483.0,1.0,0344,63.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont
15000,4800    VAN NUYS                     BL,,34.158,-118.4487,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,2325.0,9.0,Van Nuys,964.0,2.0,1236 0416 0446 0202 1309,34.0,M,H,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
19740,SAN FERNANDO                 RD,OSBORNE                      ST,34.2542,-118.4095,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,655.0,16.0,Foothill,1653.0,2.0,2004 0416 0446 1822,69.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
7776,5800 S  OLIVE                        ST,,33.9889,-118.2794,07/17/2020 12:00:00 AM,07/16/2020 12:00:00 AM,2100.0,13.0,Newton,1381.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
